gloss,video_id,xmin,ymin,xmax,ymax,fps,frame_end,frame_start,instance_id,signer_id,source,split,url,variation_id
canada,08840,0,0,360,240,25.0,569,503,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
canada,08848,7,15,228,240,25.0,-1,1,1,24,aslpro,train,http://www.aslpro.com/main/c/canada.swf,0
canada,08849,165,53,543,400,25.0,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/canada.mp4,0
canada,65295,169,16,466,370,25.0,-1,1,3,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CANADA-677.mp4,0
canada,67466,79,20,385,360,25.0,-1,1,4,109,asllex,train,https://youtu.be/x8ovlu130a8,0
canada,08841,19,0,243,240,25.0,-1,1,5,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455295.mp4,0
canada,08842,344,51,836,720,25.0,-1,1,6,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/canada.mp4,0
canada,08843,458,103,1460,1080,25.0,-1,1,7,45,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Canada-V8wKGpJxa64.mp4,0
canada,08844,13,17,526,480,25.0,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466726492.9148.mp4,0
canada,08845,63,13,257,240,25.0,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/c/canada.mp4,0
canada,08846,65,4,212,192,25.0,-1,1,10,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/5/5753.mp4,0
canada,08847,285,48,950,720,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=6wD5KHuM4xE,0
carrot,69259,303,31,916,720,25.0,-1,1,0,117,aslbrick,train,http://aslbricks.org/New/ASL-Videos/carrot.mp4,0
carrot,65308,132,19,466,370,25.0,-1,1,1,89,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CARROT-1025.mp4,0
carrot,09311,88,26,518,480,25.0,-1,1,2,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466727674.6974.mp4,0
carrot,09312,45,21,320,240,25.0,-1,1,3,14,handspeak,val,https://www.handspeak.com/word/c/carrot.mp4,0
carrot,09314,308,60,922,720,25.0,-1,1,5,5,aslu,train,https://www.youtube.com/watch?v=wMX84DjGfwM,0
carrot,09305,44,0,266,240,25.0,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125824.mp4,0
carrot,67474,87,19,381,360,25.0,-1,1,7,109,asllex,train,https://youtu.be/LdbzhGeCc3E,0
carrot,09306,43,0,272,240,25.0,-1,1,10,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51392.mp4,0
carrot,09307,399,57,808,720,25.0,-1,1,11,38,startasl,val,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/carrot.mp4,0
carrot,09308,675,85,1612,1072,25.0,-1,1,12,32,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Carrot-1PNIJ1yFCD0.mp4,0
carrot,09309,338,29,1026,717,25.0,-1,1,13,4,signschool,test,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Carrot%202-Rg8mCLofZaQ.mp4,0
carrot,09310,487,36,1559,1080,25.0,-1,1,14,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Corn%203-Eatzxv2w41I.mp4,0
cause,09570,0,0,360,240,25.0,1414,1365,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
cause,09579,3,13,240,240,25.0,-1,1,1,25,aslpro,train,http://www.aslpro.com/main/c/cause.swf,0
cause,09580,226,40,475,400,25.0,-1,1,2,41,aslsearch,train,http://www.aslsearch.com/signs/videos/cause.mp4,0
cause,65319,183,17,477,370,25.0,-1,1,3,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CA/CAUSE-560.mp4,0
cause,09572,50,0,278,240,25.0,-1,1,4,26,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/125857.mp4,0
cause,67479,96,19,388,360,25.0,-1,1,5,109,asllex,train,https://youtu.be/Dd7YKEE1buc,0
cause,09573,755,53,1673,1080,25.0,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cause-BId5w1MPO7s.mp4,0
cause,09574,89,22,514,480,25.0,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466728737.1522.mp4,0
cause,09575,73,0,555,480,25.0,-1,1,8,20,handspeak,val,https://www.handspeak.com/word/c/cause.mp4,0
cause,09576,57,12,225,192,25.0,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/1/1311.mp4,0
cause,09577,350,34,981,720,25.0,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=F4a8WUC1YtM,0
cause,09578,295,45,970,720,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=V47VIesqbc8,0
challenge,09891,0,0,360,240,25.0,1932,1890,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
challenge,09899,0,20,239,240,25.0,-1,1,1,30,aslpro,train,http://www.aslpro.com/main/c/challenge.swf,0
challenge,09900,169,52,586,400,25.0,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/challenge.mp4,0
challenge,65329,169,15,500,370,25.0,-1,1,3,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHALLENGE-819.mp4,0
challenge,67485,89,3,409,360,25.0,-1,1,4,109,asllex,train,https://youtu.be/_W2JEF5Kwa8,0
challenge,09892,29,0,297,240,25.0,-1,1,5,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51423.mp4,0
challenge,09893,872,58,1830,1078,25.0,-1,1,6,39,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Challenge-QliGJeqZXo8.mp4,0
challenge,09894,87,23,579,480,25.0,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466729563.4986.mp4,0
challenge,09895,28,0,594,480,25.0,-1,1,8,20,handspeak,val,https://www.handspeak.com/word/c/challenge.mp4,0
challenge,09896,44,5,241,192,25.0,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/14/14654.mp4,0
challenge,09897,271,50,1002,720,25.0,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=j-PKWHMz2Ok,0
challenge,09898,23,15,1114,720,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=voElPmsFjrI,0
cheap,10134,0,0,360,240,25.0,2339,2290,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
cheap,10142,239,12,969,720,25.0,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=H-39q5BLM44,0
cheap,10143,14,19,215,240,25.0,-1,1,2,16,aslpro,train,http://www.aslpro.com/main/c/cheap.swf,0
cheap,65340,170,15,469,370,25.0,-1,1,3,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHEAP-630.mp4,0
cheap,10144,168,53,546,400,25.0,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/cheap.mp4,0
cheap,10135,33,0,246,240,25.0,-1,1,5,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/455920.mp4,0
cheap,10136,376,50,800,720,25.0,-1,1,6,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/cheap.mp4,0
cheap,10137,444,16,1102,720,25.0,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Cheap.mp4,0
cheap,10138,106,12,528,480,25.0,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466730815.2979.mp4,0
cheap,10139,64,0,543,480,25.0,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/c/cheaper.mp4,0
cheap,10140,100,0,549,480,25.0,-1,1,10,20,handspeak,test,https://www.handspeak.com/word/c/cheap.mp4,0
cheap,10141,58,12,211,192,25.0,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9982.mp4,0
chocolate,10577,0,0,360,240,25.0,3005,2953,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
chocolate,10586,29,7,230,240,25.0,-1,1,1,49,aslpro,train,http://www.aslpro.com/main/c/chocolate.swf,0
chocolate,10587,178,58,558,400,25.0,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/chocolate.mp4,0
chocolate,65354,154,16,478,370,25.0,-1,1,3,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHOCOLATE-77.mp4,0
chocolate,10579,76,33,253,240,25.0,-1,1,4,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/91459.mp4,0
chocolate,67497,123,19,390,360,25.0,-1,1,5,109,asllex,train,https://youtu.be/buOvgbxk0hQ,0
chocolate,10580,330,56,1554,1080,25.0,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chocolate-zEiMHvlOtW8.mp4,0
chocolate,10581,98,19,550,480,25.0,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466732896.1735.mp4,0
chocolate,10582,48,0,297,240,25.0,-1,1,8,14,handspeak,val,https://www.handspeak.com/word/c/chocolate.mp4,0
chocolate,10583,66,8,212,192,25.0,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6121.mp4,0
chocolate,10584,323,43,1000,720,25.0,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=pxyi6YW8gOE,0
chocolate,10585,275,49,986,720,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=RCC4R2zpXuI,0
clean,11030,0,0,360,240,25.0,3707,3665,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
clean,68410,86,13,991,720,25.0,68,1,1,113,lillybauer,train,https://www.youtube.com/watch?v=_DHUt_HbbX0,0
clean,11042,186,53,547,400,25.0,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/clean.mp4,0
clean,65365,159,17,466,370,25.0,-1,1,3,90,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CL/CLEAN-431.mp4,0
clean,11034,177,16,533,414,25.0,-1,1,4,36,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clean.mp4,0
clean,11035,450,79,1487,1080,25.0,-1,1,5,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Clean-Pj7ONpWo7sg.mp4,0
clean,11036,349,14,824,480,25.0,-1,1,6,52,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20nice%20clean%203-pCUysyLYIwc.mp4,0
clean,11037,51,22,572,480,25.0,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466898776.6482.mp4,0
clean,11038,116,0,482,360,25.0,-1,1,8,14,handspeak,val,https://www.handspeak.com/word/c/clean.mp4,0
clean,11039,66,0,553,480,25.0,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/c/clean-up.mp4,0
clean,11040,64,15,218,192,25.0,-1,1,10,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/7/7443.mp4,0
clean,11041,0,17,231,240,25.0,-1,1,11,30,aslpro,train,http://www.aslpro.com/main/c/clean.swf,0
cloud,11356,0,0,360,240,25.0,4047,3998,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
cloud,11364,51,0,236,192,25.0,-1,1,1,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/5/5554.mp4,1
cloud,11365,132,33,560,400,25.0,-1,1,2,12,aslsearch,val,http://www.aslsearch.com/signs/videos/clouds.mp4,1
cloud,67506,39,2,445,360,25.0,-1,1,3,109,asllex,test,https://youtu.be/dHkSlCpVntU,0
cloud,67505,57,0,492,360,25.0,-1,1,4,109,asllex,val,https://youtu.be/FrYXL72nqm8,0
cloud,11357,59,2,236,180,25.0,-1,1,5,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/cloud.mov,1
cloud,11358,0,0,320,240,25.0,-1,1,6,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/51356.mp4,1
cloud,11359,276,0,1882,1080,25.0,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cloud%20copy-8EI-uQvLNIQ.mp4,0
cloud,11360,450,18,1658,1080,25.0,-1,1,8,31,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cloud-fl-pAxYEnVQ.mp4,1
cloud,11361,497,0,1920,1080,25.0,-1,1,9,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Storm%2C%20Cloud-z4eLhgM2ZyE.mp4,1
cloud,11362,102,0,582,480,25.0,-1,1,10,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466899388.6979.mp4,1
cloud,11363,15,0,633,480,25.0,-1,1,11,20,handspeak,train,https://www.handspeak.com/word/c/cloud.mp4,0
compare,12111,0,0,360,240,25.0,4987,4938,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
compare,12121,0,22,260,240,25.0,-1,1,1,16,aslpro,train,http://www.aslpro.com/main/c/compare.swf,0
compare,12122,197,43,504,400,25.0,-1,1,2,41,aslsearch,train,http://www.aslsearch.com/signs/videos/compatible.mp4,0
compare,65386,161,24,459,370,25.0,-1,1,3,92,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COMPARE-2175.mp4,0
compare,12113,71,9,233,180,25.0,-1,1,4,43,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/compare.mov,0
compare,12114,36,13,259,240,25.0,-1,1,5,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399318.mp4,0
compare,12115,466,66,1654,1080,25.0,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Compare-qymjJkaNVeU.mp4,0
compare,12116,113,19,522,480,25.0,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466900953.4100.mp4,0
compare,12117,1,0,303,240,25.0,-1,1,8,14,handspeak,val,https://www.handspeak.com/word/c/compare.mp4,0
compare,12118,48,12,248,192,25.0,-1,1,9,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/24/24000.mp4,0
compare,12119,253,23,1053,720,25.0,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=4OqSADr7ZtY,0
compare,12120,253,23,1053,720,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=4OqSADr7ZtY,0
complex,12222,0,0,360,240,25.0,5081,5035,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
complex,12229,199,42,1092,720,25.0,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=zy9ju0c_9oo,0
complex,12230,0,13,235,240,25.0,-1,1,2,30,aslpro,train,http://www.aslpro.com/main/c/complex.swf,0
complex,12231,181,42,504,400,25.0,-1,1,3,41,aslsearch,val,http://www.aslsearch.com/signs/videos/complex.mp4,0
complex,65388,155,16,504,370,25.0,-1,1,4,102,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COMPLEX-1120.mp4,0
complex,65389,159,19,503,370,25.0,-1,1,5,102,aslsignbank,train,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COMPLEX-2319.mp4,0
complex,67518,89,11,398,360,25.0,-1,1,6,109,asllex,train,https://youtu.be/JiDDTuCbAbk,0
complex,12223,60,7,243,180,25.0,-1,1,7,43,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/complex.mov,0
complex,12225,577,57,1673,1080,25.0,-1,1,9,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Complex%2C%20Complication%2C%20Encrypt-UZb3gaheuBM.mp4,0
complex,12226,75,12,581,480,25.0,-1,1,10,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466901146.5297.mp4,0
complex,12227,73,0,551,480,25.0,-1,1,11,20,handspeak,test,https://www.handspeak.com/word/c/complex.mp4,0
complex,12228,30,7,246,192,25.0,-1,1,12,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/7/7350.mp4,0
contact,12870,0,0,360,240,25.0,5632,5600,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
contact,12878,8,10,249,240,25.0,-1,1,1,25,aslpro,train,http://www.aslpro.com/main/c/contact.swf,0
contact,12879,205,59,566,400,25.0,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/contact.mp4,0
contact,65399,179,19,496,370,25.0,-1,1,3,102,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/CONTACT-1137.mp4,0
contact,67524,90,21,373,360,25.0,-1,1,4,109,asllex,train,https://youtu.be/ZL0TN3UN4nA,0
contact,12871,22,0,300,240,25.0,-1,1,5,37,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/186342.mp4,0
contact,12872,50,0,256,240,25.0,-1,1,6,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/63603.mp4,0
contact,12873,659,39,1510,1080,25.0,-1,1,7,6,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Have%20Been%20In%20Touch-yU-Wo9G0LWc.mp4,0
contact,12874,111,22,529,480,25.0,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466902523.5535.mp4,0
contact,12875,62,11,265,240,25.0,-1,1,9,20,handspeak,test,https://www.handspeak.com/word/c/contact.mp4,0
contact,12876,99,20,206,192,25.0,-1,1,10,10,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/22/22600.mp4,0
contact,12877,91,17,211,192,25.0,-1,1,11,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22601.mp4,0
continue,12967,0,0,360,240,25.0,5715,5683,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
continue,12975,338,27,994,720,25.0,-1,1,1,5,aslu,train,https://www.youtube.com/watch?v=O9wmgMMEQ2s,0
continue,12976,16,4,225,240,25.0,-1,1,2,16,aslpro,train,http://www.aslpro.com/main/c/continue.swf,0
continue,67525,85,19,391,360,25.0,-1,1,3,109,asllex,val,https://youtu.be/r5xP82M5ctY,0
continue,12977,187,63,541,400,25.0,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/continue.mp4,0
continue,12968,51,5,256,240,25.0,-1,1,5,0,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/58491.mp4,0
continue,12969,405,56,815,720,25.0,-1,1,6,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/continue.mp4,0
continue,12970,595,62,1655,1080,25.0,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Continue-gSu6J2w_iZU.mp4,0
continue,12971,93,19,532,480,25.0,-1,1,8,59,asldeafined,val,https://media.asldeafined.com/vocabulary/1466902678.6264.mp4,0
continue,12972,50,12,247,240,25.0,-1,1,9,14,handspeak,test,https://www.handspeak.com/word/c/continue.mp4,0
continue,12973,85,14,229,192,25.0,-1,1,10,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6917.mp4,0
continue,12974,163,17,503,360,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=nVC-Fy1HCKs,0
corner,13311,0,0,360,240,25.0,6220,6191,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
corner,70181,144,35,480,480,25.0,1555,1429,1,121,northtexas,train,https://www.youtube.com/watch?v=2DblIQ5n6xk,0
corner,13320,169,56,536,400,25.0,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/corner.mp4,0
corner,65407,179,18,498,370,25.0,-1,1,3,102,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/CORNER-1166.mp4,0
corner,13312,51,13,265,240,25.0,-1,1,4,56,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399324.mp4,0
corner,13313,105,27,561,480,25.0,-1,1,5,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903473.5759.mp4,0
corner,13314,22,3,263,240,25.0,-1,1,6,14,handspeak,train,https://www.handspeak.com/word/c/corner2.mp4,0
corner,13315,25,3,263,240,25.0,-1,1,7,14,handspeak,train,https://www.handspeak.com/word/c/corner.mp4,0
corner,13316,71,14,213,192,25.0,-1,1,8,11,signingsavvy,val,https://www.signingsavvy.com/signs/mp4/9/9533.mp4,0
corner,13317,306,10,995,720,25.0,-1,1,9,5,aslu,test,https://www.youtube.com/watch?v=dEXhT5Od-6U,0
corner,13318,330,21,997,720,25.0,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=s1hZ9oqTMPA,0
corner,13319,20,10,208,240,25.0,-1,1,11,24,aslpro,train,http://www.aslpro.com/main/c/corner.swf,0
correct,13349,0,0,360,240,25.0,6267,6221,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
correct,13357,21,6,216,240,25.0,-1,1,1,16,aslpro,test,http://www.aslpro.com/main/c/correct.swf,1
correct,13358,168,54,525,400,25.0,-1,1,2,12,aslsearch,test,http://www.aslsearch.com/signs/videos/correct2.mp4,0
correct,65410,166,14,522,370,25.0,-1,1,3,102,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/CORRECT-1167.mp4,0
correct,13359,163,54,523,400,25.0,-1,1,4,12,aslsearch,val,http://www.aslsearch.com/signs/videos/correct.mp4,1
correct,13350,93,32,233,240,25.0,-1,1,5,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/93253.mp4,1
correct,13351,500,46,1574,1080,25.0,-1,1,6,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Right%2C%20Correct-XhAAfS8YF4o.mp4,1
correct,13352,126,24,523,480,25.0,-1,1,7,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466903512.8429.mp4,1
correct,13353,129,0,498,480,25.0,-1,1,8,14,handspeak,train,https://www.handspeak.com/word/c/correct.mp4,1
correct,13354,63,20,204,192,25.0,-1,1,9,10,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/22/22112.mp4,0
correct,13355,86,15,214,192,25.0,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/6/6234.mp4,1
correct,13356,63,11,215,192,25.0,-1,1,11,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/9/9905.mp4,0
curse,14374,0,0,360,240,25.0,7375,7343,0,9,asl5200,train,https://www.youtube.com/watch?v=PPmQd2zWdP0,0
curse,14382,318,38,975,720,25.0,-1,1,1,5,aslu,test,https://www.youtube.com/watch?v=nH8i7I447jI,1
curse,14383,7,7,199,240,25.0,-1,1,2,24,aslpro,test,http://www.aslpro.com/main/c/curse_1.swf,0
curse,14384,16,16,204,240,25.0,-1,1,3,24,aslpro,val,http://www.aslpro.com/main/c/curse_2.swf,1
curse,14385,174,64,545,400,25.0,-1,1,4,12,aslsearch,train,http://www.aslsearch.com/signs/videos/curse.mp4,1
curse,14375,72,16,247,240,25.0,-1,1,5,33,spreadthesign,val,https://media.spreadthesign.com/video/mp4/13/96164.mp4,0
curse,14376,109,28,557,480,25.0,-1,1,6,59,asldeafined,train,https://media.asldeafined.com/vocabulary/1466905878.1947.mp4,1
curse,14377,43,20,451,360,25.0,-1,1,7,20,handspeak,train,https://www.handspeak.com/word/c/curse-profane.mp4,1
curse,14378,66,15,223,192,25.0,-1,1,8,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/1/1396.mp4,1
curse,14379,72,14,225,192,25.0,-1,1,9,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/4/4626.mp4,0
curse,14380,79,17,236,192,25.0,-1,1,10,11,signingsavvy,train,https://www.signingsavvy.com/signs/mp4/4/4627.mp4,0
curse,14381,318,33,953,720,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=E1QYrDPn1JM,1
dead,14829,0,0,360,240,25.0,496,444,0,9,asl5200,train,https://www.youtube.com/watch?v=ChIupJBcxjs,0
dead,68614,344,33,949,720,25.0,42,1,1,112,lillybauer,train,https://www.youtube.com/watch?v=K00wetZ8n40,0
dead,14843,361,36,1027,720,25.0,-1,1,2,5,aslu,train,https://www.youtube.com/watch?v=pSPtgQM_ndg,0
dead,14844,2,17,236,240,25.0,-1,1,3,30,aslpro,val,http://www.aslpro.com/main/d/dead.swf,0
dead,14835,41,0,261,240,25.0,-1,1,4,78,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/399462.mp4,0
dead,14845,176,61,569,400,25.0,-1,1,5,12,aslsearch,train,http://www.aslsearch.com/signs/videos/dead.mp4,0
dead,14836,427,55,827,720,25.0,-1,1,6,38,startasl,train,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/dead.mp4,0
dead,14837,141,21,554,480,25.0,-1,1,7,21,asldeafined,train,https://media.asldeafined.com/vocabulary/1466906721.2683.mp4,0
dead,14838,85,0,486,360,25.0,-1,1,8,14,handspeak,val,https://www.handspeak.com/word/d/dead.mp4,0
dead,14839,70,15,213,192,25.0,-1,1,9,11,signingsavvy,test,https://www.signingsavvy.com/signs/mp4/6/6306.mp4,0
dead,14840,326,45,1056,720,25.0,-1,1,10,5,aslu,test,https://www.youtube.com/watch?v=CCGHLm18DPw,0
dead,14841,332,31,1063,720,25.0,-1,1,11,5,aslu,train,https://www.youtube.com/watch?v=mjdSWHryve4,0
demand,15421,0,0,360,240,25.0,1217,1151,0,9,asl5200,train,https://www.youtube.com/watch?v=ChIupJBcxjs,0
demand,15429,16,19,216,240,25.0,-1,1,1,16,aslpro,train,http://www.aslpro.com/main/d/demand.swf,0
demand,15430,190,63,546,400,25.0,-1,1,2,12,aslsearch,train,http://www.aslsearch.com/signs/videos/demand.mp4,0
demand,65458,150,34,483,370,25.0,-1,1,3,103,aslsignbank,val,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEMAND-962.mp4,0
demand,67560,86,21,374,360,25.0,-1,1,4,109,asllex,train,https://youtu.be/8HcUukhmwv8,0
demand,15422,95,9,241,180,25.0,-1,1,5,19,elementalasl,train,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/demand.mov,0
demand,15423,56,17,236,240,25.0,-1,1,6,2,spreadthesign,train,https://media.spreadthesign.com/video/mp4/13/93927.mp4,0
demand,15424,480,49,1678,1080,25.0,-1,1,7,4,signschool,train,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Demand%2C%20Mandatory-qQSwWmiHuXk.mp4,0
demand,15425,765,42,1654,1080,25.0,-1,1,8,4,signschool,val,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Demand%2C%20Require%2C%20Mandatory-040hwI3u85I.mp4,0
demand,15426,125,24,526,480,25.0,-1,1,9,59,asldeafined,test,https://media.asldeafined.com/vocabulary/1466907793.6324.mp4,0
